date , open, high, low, close, volume, high%, low%, close%
1086 2020-09-15 Tue , 12657000.0 , 12913000.0 , 12555000.0 , 12814000.0 , 3676.58663151 , 2.023% , -0.806% , 1.240%
1087 2020-09-16 Wed , 12801000.0 , 13050000.0 , 12652000.0 , 12913000.0 , 3856.19429687 , 1.945% , -1.164% , 0.875%
1088 2020-09-17 Thu , 12908000.0 , 13050000.0 , 12623000.0 , 12811000.0 , 3228.03704907 , 1.100% , -2.208% , -0.751%
1089 2020-09-18 Fri , 12811000.0 , 12837000.0 , 12672000.0 , 12777000.0 , 2277.28537656 , 0.203% , -1.085% , -0.265%
1090 2020-09-19 Sat , 12781000.0 , 13036000.0 , 12741000.0 , 12940000.0 , 2078.8147631 , 1.995% , -0.313% , 1.244%
1091 2020-09-20 Sun , 12928000.0 , 12942000.0 , 12652000.0 , 12819000.0 , 1791.11312251 , 0.108% , -2.135% , -0.843%
1092 2020-09-21 Mon , 12828000.0 , 12828000.0 , 12160000.0 , 12290000.0 , 3820.68161169 , 0.000% , -5.207% , -4.194%
1093 2020-09-22 Tue , 12290000.0 , 12380000.0 , 12090000.0 , 12344000.0 , 2500.06075534 , 0.732% , -1.627% , 0.439%
1094 2020-09-23 Wed , 12346000.0 , 12348000.0 , 11913000.0 , 11943000.0 , 2511.56811414 , 0.016% , -3.507% , -3.264%
1095 2020-09-24 Thu , 11943000.0 , 12695000.0 , 11912000.0 , 12500000.0 , 3114.32253267 , 6.297% , -0.260% , 4.664%
1096 2020-09-25 Fri , 12495000.0 , 12550000.0 , 12311000.0 , 12455000.0 , 2895.53433005 , 0.440% , -1.473% , -0.320%
1097 2020-09-26 Sat , 12456000.0 , 12550000.0 , 12431000.0 , 12506000.0 , 1266.60001845 , 0.755% , -0.201% , 0.401%
1098 2020-09-27 Sun , 12506000.0 , 12597000.0 , 12320000.0 , 12515000.0 , 1415.11836015 , 0.728% , -1.487% , 0.072%
1099 2020-09-28 Mon , 12515000.0 , 12795000.0 , 12425000.0 , 12468000.0 , 2919.95626941 , 2.237% , -0.719% , -0.376%
1100 2020-09-29 Tue , 12468000.0 , 12688000.0 , 12399000.0 , 12601000.0 , 2479.36577398 , 1.765% , -0.553% , 1.067%
1101 2020-09-30 Wed , 12603000.0 , 12615000.0 , 12469000.0 , 12558000.0 , 1314.25857931 , 0.095% , -1.063% , -0.357%
1102 2020-10-01 Thu , 12562000.0 , 12678000.0 , 12249000.0 , 12440000.0 , 1790.8551381 , 0.923% , -2.492% , -0.971%
1103 2020-10-02 Fri , 12440000.0 , 12470000.0 , 12205000.0 , 12423000.0 , 2312.40743338 , 0.241% , -1.889% , -0.137%
1104 2020-10-03 Sat , 12423000.0 , 12434000.0 , 12326000.0 , 12393000.0 , 802.7589499 , 0.089% , -0.781% , -0.241%
1105 2020-10-04 Sun , 12393000.0 , 12496000.0 , 12348000.0 , 12447000.0 , 869.82727895 , 0.831% , -0.363% , 0.436%
1106 2020-10-05 Mon , 12446000.0 , 12545000.0 , 12385000.0 , 12536000.0 , 1578.02783002 , 0.795% , -0.490% , 0.723%
1107 2020-10-06 Tue , 12536000.0 , 12600000.0 , 12330000.0 , 12418000.0 , 1745.87532903 , 0.511% , -1.643% , -0.941%
1108 2020-10-07 Wed , 12408000.0 , 12435000.0 , 12337000.0 , 12423000.0 , 1357.3582234 , 0.218% , -0.572% , 0.121%
1109 2020-10-08 Thu , 12422000.0 , 12680000.0 , 12280000.0 , 12582000.0 , 2422.11926188 , 2.077% , -1.143% , 1.288%
1110 2020-10-09 Fri , 12582000.0 , 12750000.0 , 12503000.0 , 12638000.0 , 2245.60747516 , 1.335% , -0.628% , 0.445%
1111 2020-10-10 Sat , 12637000.0 , 13007000.0 , 12628000.0 , 12864000.0 , 2416.64148094 , 2.928% , -0.071% , 1.796%
1112 2020-10-11 Sun , 12858000.0 , 12994000.0 , 12817000.0 , 12934000.0 , 1337.68788409 , 1.058% , -0.319% , 0.591%
1113 2020-10-12 Mon , 12934000.0 , 13330000.0 , 12855000.0 , 13172000.0 , 2796.54586265 , 3.062% , -0.611% , 1.840%
1114 2020-10-13 Tue , 13176000.0 , 13217000.0 , 12999000.0 , 13134000.0 , 2608.35364561 , 0.311% , -1.343% , -0.319%
1115 2020-10-14 Wed , 13134000.0 , 13278000.0 , 13040000.0 , 13150000.0 , 2472.02732154 , 1.096% , -0.716% , 0.122%
1116 2020-10-15 Thu , 13150000.0 , 13300000.0 , 12993000.0 , 13226000.0 , 2393.89692128 , 1.141% , -1.194% , 0.578%
1117 2020-10-16 Fri , 13230000.0 , 13275000.0 , 12893000.0 , 13054000.0 , 3130.6739236 , 0.340% , -2.547% , -1.330%
1118 2020-10-17 Sat , 13054000.0 , 13097000.0 , 12970000.0 , 13078000.0 , 1046.28496844 , 0.329% , -0.643% , 0.184%
1119 2020-10-18 Sun , 13078000.0 , 13208000.0 , 13050000.0 , 13207000.0 , 1089.07241064 , 0.994% , -0.214% , 0.986%
1120 2020-10-19 Mon , 13207000.0 , 13480000.0 , 13095000.0 , 13415000.0 , 2364.3907116 , 2.067% , -0.848% , 1.575%
1121 2020-10-20 Tue , 13420000.0 , 13746000.0 , 13339000.0 , 13646000.0 , 3296.40571857 , 2.429% , -0.604% , 1.684%
1122 2020-10-21 Wed , 13645000.0 , 14812000.0 , 13615000.0 , 14423000.0 , 6403.53223854 , 8.553% , -0.220% , 5.702%
1123 2020-10-22 Thu , 14420000.0 , 14769000.0 , 14320000.0 , 14558000.0 , 4262.74670726 , 2.420% , -0.693% , 0.957%
1124 2020-10-23 Fri , 14558000.0 , 14623000.0 , 14340000.0 , 14584000.0 , 2925.46548654 , 0.446% , -1.497% , 0.179%
1125 2020-10-24 Sat , 14579000.0 , 14800000.0 , 14514000.0 , 14760000.0 , 1868.37910888 , 1.516% , -0.446% , 1.242%
1126 2020-10-25 Sun , 14760000.0 , 15000000.0 , 14556000.0 , 14690000.0 , 2314.36946658 , 1.626% , -1.382% , -0.474%
1127 2020-10-26 Mon , 14687000.0 , 14920000.0 , 14358000.0 , 14764000.0 , 3031.75880427 , 1.586% , -2.240% , 0.524%
1128 2020-10-27 Tue , 14772000.0 , 15457000.0 , 14683000.0 , 15312000.0 , 3964.12531994 , 4.637% , -0.602% , 3.656%
1129 2020-10-28 Wed , 15300000.0 , 15557000.0 , 14635000.0 , 15060000.0 , 5752.66984652 , 1.680% , -4.346% , -1.569%
1130 2020-10-29 Thu , 15060000.0 , 15379000.0 , 14703000.0 , 15207000.0 , 3516.50474491 , 2.118% , -2.371% , 0.976%
1131 2020-10-30 Fri , 15207000.0 , 15460000.0 , 14899000.0 , 15340000.0 , 3753.48812746 , 1.664% , -2.025% , 0.875%
1132 2020-10-31 Sat , 15340000.0 , 15800000.0 , 15205000.0 , 15606000.0 , 4066.29244901 , 2.999% , -0.880% , 1.734%
1133 2020-11-01 Sun , 15606000.0 , 15710000.0 , 15461000.0 , 15574000.0 , 1806.62122615 , 0.666% , -0.929% , -0.205%
1134 2020-11-02 Mon , 15574000.0 , 15641000.0 , 15011000.0 , 15397000.0 , 3643.76554264 , 0.430% , -3.615% , -1.137%
1135 2020-11-03 Tue , 15396000.0 , 15900000.0 , 15150000.0 , 15881000.0 , 3888.00412551 , 3.274% , -1.598% , 3.150%
1136 2020-11-04 Wed , 15881000.0 , 16020000.0 , 15431000.0 , 15959000.0 , 4673.77532383 , 0.875% , -2.834% , 0.491%
1137 2020-11-05 Thu , 15959000.0 , 17540000.0 , 15900000.0 , 17352000.0 , 9583.12761365 , 9.907% , -0.370% , 8.729%
1138 2020-11-06 Fri , 17352000.0 , 17789000.0 , 17060000.0 , 17397000.0 , 7786.57496665 , 2.518% , -1.683% , 0.259%
1139 2020-11-07 Sat , 17397000.0 , 17613000.0 , 16252000.0 , 16647000.0 , 5131.6042485 , 1.242% , -6.582% , -4.311%
1140 2020-11-08 Sun , 16650000.0 , 17388000.0 , 16520000.0 , 17297000.0 , 3402.96894151 , 4.432% , -0.781% , 3.886%
1141 2020-11-09 Mon , 17276000.0 , 17550000.0 , 16695000.0 , 17106000.0 , 5112.23251786 , 1.586% , -3.363% , -0.984%
1142 2020-11-10 Tue , 17106000.0 , 17190000.0 , 16872000.0 , 17035000.0 , 2656.01996837 , 0.491% , -1.368% , -0.415%
1143 2020-11-11 Wed , 17035000.0 , 17600000.0 , 17009000.0 , 17439000.0 , 3969.12107234 , 3.317% , -0.153% , 2.372%
1144 2020-11-12 Thu , 17439000.0 , 17979000.0 , 17200000.0 , 17954000.0 , 5384.62747384 , 3.097% , -1.370% , 2.953%
1145 2020-11-13 Fri , 17952000.0 , 18225000.0 , 17640000.0 , 17988000.0 , 4395.69660087 , 1.521% , -1.738% , 0.201%
1146 2020-11-14 Sat , 17988000.0 , 18000000.0 , 17455000.0 , 17796000.0 , 2786.76875718 , 0.067% , -2.963% , -1.067%
1147 2020-11-15 Sun , 17796000.0 , 17831000.0 , 17545000.0 , 17670000.0 , 1842.97832877 , 0.197% , -1.410% , -0.708%
1148 2020-11-16 Mon , 17670000.0 , 18450000.0 , 17555000.0 , 18275000.0 , 4191.31590965 , 4.414% , -0.651% , 3.424%
1149 2020-11-17 Tue , 18275000.0 , 19417000.0 , 18207000.0 , 19332000.0 , 6075.98259617 , 6.249% , -0.372% , 5.784%
1150 2020-11-18 Wed , 19344000.0 , 20280000.0 , 18865000.0 , 19714000.0 , 11453.54478504 , 4.839% , -2.476% , 1.913%
1151 2020-11-19 Thu , 19714000.0 , 20080000.0 , 19385000.0 , 19802000.0 , 5978.14259544 , 1.857% , -1.669% , 0.446%
1152 2020-11-20 Fri , 19800000.0 , 20795000.0 , 19771000.0 , 20627000.0 , 6145.38998316 , 5.025% , -0.146% , 4.177%
1153 2020-11-21 Sat , 20627000.0 , 21025000.0 , 20200000.0 , 20351000.0 , 6136.9331409 , 1.930% , -2.070% , -1.338%
1154 2020-11-22 Sun , 20348000.0 , 20595000.0 , 19525000.0 , 20307000.0 , 7886.90108585 , 1.214% , -4.045% , -0.201%
1155 2020-11-23 Mon , 20307000.0 , 20528000.0 , 19901000.0 , 20100000.0 , 5709.9596315 , 1.088% , -1.999% , -1.019%
1156 2020-11-24 Tue , 20100000.0 , 21390000.0 , 19937000.0 , 20957000.0 , 15373.88018285 , 6.418% , -0.811% , 4.264%
1157 2020-11-25 Wed , 20957000.0 , 21459000.0 , 20600000.0 , 20840000.0 , 8276.71453936 , 2.395% , -1.703% , -0.558%
1158 2020-11-26 Thu , 20840000.0 , 20989000.0 , 18569000.0 , 19225000.0 , 13803.48683498 , 0.715% , -10.897% , -7.750%
1159 2020-11-27 Fri , 19226000.0 , 19654000.0 , 18500000.0 , 19129000.0 , 7568.74614729 , 2.226% , -3.776% , -0.505%
1160 2020-11-28 Sat , 19129000.0 , 19556000.0 , 18858000.0 , 19484000.0 , 5060.39091148 , 2.232% , -1.417% , 1.856%
1161 2020-11-29 Sun , 19486000.0 , 20110000.0 , 19196000.0 , 19991000.0 , 4169.39684223 , 3.202% , -1.488% , 2.592%
1162 2020-11-30 Mon , 19990000.0 , 21368000.0 , 19971000.0 , 21315000.0 , 9685.83045213 , 6.893% , -0.095% , 6.628%
1163 2020-12-01 Tue , 21313000.0 , 21651000.0 , 20202000.0 , 20867000.0 , 9671.68687865 , 1.586% , -5.213% , -2.093%
1164 2020-12-02 Wed , 20867000.0 , 21315000.0 , 20346000.0 , 21097000.0 , 6264.7470004 , 2.147% , -2.497% , 1.102%
1165 2020-12-03 Thu , 21091000.0 , 21310000.0 , 20797000.0 , 21179000.0 , 4414.07642834 , 1.038% , -1.394% , 0.417%
1166 2020-12-04 Fri , 21183000.0 , 21266000.0 , 20428000.0 , 20569000.0 , 4243.74247899 , 0.392% , -3.564% , -2.899%
1167 2020-12-05 Sat , 20569000.0 , 20956000.0 , 20390000.0 , 20781000.0 , 2247.52046083 , 1.881% , -0.870% , 1.031%
1168 2020-12-06 Sun , 20778000.0 , 20999000.0 , 20574000.0 , 20976000.0 , 2247.74868124 , 1.064% , -0.982% , 0.953%
1169 2020-12-07 Mon , 20976000.0 , 21053000.0 , 20666000.0 , 20834000.0 , 3241.98487955 , 0.367% , -1.478% , -0.677%
1170 2020-12-08 Tue , 20834000.0 , 20931000.0 , 19942000.0 , 20010000.0 , 4532.53738937 , 0.466% , -4.281% , -3.955%
1171 2020-12-09 Wed , 20025000.0 , 20345000.0 , 19216000.0 , 20267000.0 , 5827.20490273 , 1.598% , -4.040% , 1.208%
1172 2020-12-10 Thu , 20252000.0 , 20275000.0 , 19647000.0 , 19950000.0 , 3151.82648997 , 0.114% , -2.987% , -1.491%
1173 2020-12-11 Fri , 19950000.0 , 19996000.0 , 19404000.0 , 19658000.0 , 4508.12989508 , 0.231% , -2.737% , -1.464%
1174 2020-12-12 Sat , 19658000.0 , 20650000.0 , 19654000.0 , 20585000.0 , 3773.48824847 , 5.046% , -0.020% , 4.716%
1175 2020-12-13 Sun , 20585000.0 , 21075000.0 , 20459000.0 , 20793000.0 , 4108.95528161 , 2.380% , -0.612% , 1.010%
1176 2020-12-14 Mon , 20786000.0 , 21000000.0 , 20610000.0 , 20939000.0 , 3105.38941519 , 1.030% , -0.847% , 0.736%
1177 2020-12-15 Tue , 20927000.0 , 21267000.0 , 20805000.0 , 21103000.0 , 3886.60330202 , 1.625% , -0.583% , 0.841%
1178 2020-12-16 Wed , 21103000.0 , 23033000.0 , 20900000.0 , 22888000.0 , 10828.41456524 , 9.146% , -0.962% , 8.459%
1179 2020-12-17 Thu , 22881000.0 , 25768000.0 , 22473000.0 , 24743000.0 , 18025.94451036 , 12.617% , -1.783% , 8.138%
1180 2020-12-18 Fri , 24737000.0 , 25247000.0 , 24360000.0 , 25151000.0 , 6288.93892328 , 2.062% , -1.524% , 1.674%
1181 2020-12-19 Sat , 25151000.0 , 26410000.0 , 24947000.0 , 26169000.0 , 7210.72919997 , 5.006% , -0.811% , 4.048%
1182 2020-12-20 Sun , 26169000.0 , 26562000.0 , 25422000.0 , 25880000.0 , 6316.48585428 , 1.502% , -2.855% , -1.104%
1183 2020-12-21 Mon , 25890000.0 , 26588000.0 , 24600000.0 , 25387000.0 , 13640.52345922 , 2.696% , -4.983% , -1.943%
1184 2020-12-22 Tue , 25387000.0 , 26828000.0 , 24925000.0 , 26776000.0 , 7994.07358308 , 5.676% , -1.820% , 5.471%
1185 2020-12-23 Wed , 26776000.0 , 27070000.0 , 25600000.0 , 26380000.0 , 12398.44760587 , 1.098% , -4.392% , -1.479%
1186 2020-12-24 Thu , 26380000.0 , 26608000.0 , 25774000.0 , 26503000.0 , 6661.23736488 , 0.864% , -2.297% , 0.466%
1187 2020-12-25 Fri , 26503000.0 , 27271000.0 , 26171000.0 , 27122000.0 , 7979.82741205 , 2.898% , -1.253% , 2.336%
1188 2020-12-26 Sat , 27122000.0 , 29524000.0 , 26983000.0 , 29378000.0 , 9647.7742254 , 8.856% , -0.512% , 8.318%
1189 2020-12-27 Sun , 29378000.0 , 31800000.0 , 28802000.0 , 29319000.0 , 19899.62591421 , 8.244% , -1.961% , -0.201%
1190 2020-12-28 Mon , 29347000.0 , 30587000.0 , 29167000.0 , 30249000.0 , 8175.15992343 , 4.225% , -0.613% , 3.074%
1191 2020-12-29 Tue , 30219000.0 , 30520000.0 , 29028000.0 , 30498000.0 , 7302.22061609 , 0.996% , -3.941% , 0.923%
1192 2020-12-30 Wed , 30498000.0 , 31999000.0 , 30333000.0 , 31891000.0 , 10282.82280481 , 4.922% , -0.541% , 4.568%
1193 2020-12-31 Thu , 31923000.0 , 32386000.0 , 31300000.0 , 32042000.0 , 8041.24807411 , 1.450% , -1.952% , 0.373%
1194 2021-01-01 Fri , 32037000.0 , 32599000.0 , 31800000.0 , 32296000.0 , 5752.49421559 , 1.754% , -0.740% , 0.808%
1195 2021-01-02 Sat , 32295000.0 , 36600000.0 , 31920000.0 , 35700000.0 , 17451.16767774 , 13.330% , -1.161% , 10.543%
1196 2021-01-03 Sun , 35700000.0 , 39453000.0 , 35500000.0 , 37537000.0 , 25381.50662267 , 10.513% , -0.560% , 5.146%
1197 2021-01-04 Mon , 37537000.0 , 38476000.0 , 33000000.0 , 36460000.0 , 23598.19458956 , 2.502% , -12.087% , -2.869%
1198 2021-01-05 Tue , 36478000.0 , 38590000.0 , 34357000.0 , 38093000.0 , 13461.98168136 , 5.790% , -5.814% , 4.427%
1199 2021-01-06 Wed , 38107000.0 , 41000000.0 , 37380000.0 , 40762000.0 , 15168.98069733 , 7.592% , -1.908% , 6.967%
1200 2021-01-07 Thu , 40764000.0 , 44990000.0 , 40250000.0 , 44698000.0 , 17201.05518572 , 10.367% , -1.261% , 9.651%
1201 2021-01-08 Fri , 44698000.0 , 48550000.0 , 42271000.0 , 47215000.0 , 21891.12558504 , 8.618% , -5.430% , 5.631%
1202 2021-01-09 Sat , 47201000.0 , 47650000.0 , 45171000.0 , 45718000.0 , 13453.12656524 , 0.951% , -4.301% , -3.142%
1203 2021-01-10 Sun , 45716000.0 , 47000000.0 , 39500000.0 , 43404000.0 , 23031.00699245 , 2.809% , -13.597% , -5.057%
1204 2021-01-11 Mon , 43400000.0 , 43570000.0 , 35010000.0 , 40094000.0 , 50543.88221565 , 0.392% , -19.332% , -7.618%
1205 2021-01-12 Tue , 40094000.0 , 40888000.0 , 36654000.0 , 38577000.0 , 22472.57575829 , 1.980% , -8.580% , -3.784%
1206 2021-01-13 Wed , 38496000.0 , 41900000.0 , 37001000.0 , 41380000.0 , 15632.80207437 , 8.842% , -3.884% , 7.492%
1207 2021-01-14 Thu , 41380000.0 , 43998000.0 , 40510000.0 , 42735000.0 , 15952.88892706 , 6.327% , -2.102% , 3.275%
1208 2021-01-15 Fri , 42787000.0 , 43199000.0 , 38690000.0 , 40952000.0 , 16278.02915655 , 0.963% , -9.575% , -4.289%
1209 2021-01-16 Sat , 40951000.0 , 41800000.0 , 39689000.0 , 40086000.0 , 10393.3501519 , 2.073% , -3.082% , -2.112%
1210 2021-01-17 Sun , 40070000.0 , 40722000.0 , 38102000.0 , 39536000.0 , 9785.46995151 , 1.627% , -4.911% , -1.333%
1211 2021-01-18 Mon , 39536000.0 , 40999000.0 , 38699000.0 , 40008000.0 , 8374.53524546 , 3.700% , -2.117% , 1.194%
1212 2021-01-19 Tue , 40008000.0 , 41251000.0 , 39580000.0 , 39586000.0 , 9913.18947901 , 3.107% , -1.070% , -1.055%
1213 2021-01-20 Wed , 39580000.0 , 39998000.0 , 37579000.0 , 39253000.0 , 10290.52813623 , 1.056% , -5.056% , -0.826%
1214 2021-01-21 Thu , 39253000.0 , 39329000.0 , 33867000.0 , 34519000.0 , 18816.54602062 , 0.194% , -13.721% , -12.060%
1215 2021-01-22 Fri , 34525000.0 , 37342000.0 , 31662000.0 , 36345000.0 , 21883.00423781 , 8.159% , -8.293% , 5.272%
1216 2021-01-23 Sat , 36345000.0 , 37018000.0 , 34678000.0 , 35493000.0 , 8710.02859837 , 1.852% , -4.587% , -2.344%
1217 2021-01-24 Sun , 35494000.0 , 36283000.0 , 34250000.0 , 35539000.0 , 7625.87646731 , 2.223% , -3.505% , 0.127%
1218 2021-01-25 Mon , 35539000.0 , 38388000.0 , 35394000.0 , 36054000.0 , 14596.35519525 , 8.017% , -0.408% , 1.449%
1219 2021-01-26 Tue , 36054000.0 , 36594000.0 , 34808000.0 , 35923000.0 , 8489.58317688 , 1.498% , -3.456% , -0.363%
1220 2021-01-27 Wed , 35929000.0 , 36026000.0 , 33235000.0 , 34300000.0 , 9356.77161322 , 0.270% , -7.498% , -4.534%
1221 2021-01-28 Thu , 34293000.0 , 37186000.0 , 33726000.0 , 36624000.0 , 9452.48550052 , 8.436% , -1.653% , 6.797%
1222 2021-01-29 Fri , 36631000.0 , 41072000.0 , 35514000.0 , 37523000.0 , 33565.7380079 , 12.124% , -3.049% , 2.435%
1223 2021-01-30 Sat , 37523000.0 , 38201000.0 , 36230000.0 , 37087000.0 , 12481.60663701 , 1.807% , -3.446% , -1.162%
1224 2021-01-31 Sun , 37039000.0 , 37633000.0 , 35800000.0 , 36408000.0 , 11396.06446876 , 1.604% , -3.345% , -1.704%
1225 2021-02-01 Mon , 36408000.0 , 38161000.0 , 35907000.0 , 36618000.0 , 13783.13636302 , 4.815% , -1.376% , 0.577%
1226 2021-02-02 Tue , 36618000.0 , 38300000.0 , 36323000.0 , 37910000.0 , 9650.44220482 , 4.593% , -0.806% , 3.528%
1227 2021-02-03 Wed , 37910000.0 , 39371000.0 , 37909000.0 , 39357000.0 , 9775.50002187 , 3.854% , -0.003% , 3.817%
1228 2021-02-04 Thu , 39345000.0 , 41426000.0 , 38059000.0 , 39810000.0 , 14561.2346281 , 5.289% , -3.269% , 1.182%
1229 2021-02-05 Fri , 39809000.0 , 40770000.0 , 39492000.0 , 40424000.0 , 7783.09793814 , 2.414% , -0.796% , 1.545%
1230 2021-02-06 Sat , 40421000.0 , 43622000.0 , 40345000.0 , 41725000.0 , 12812.7646179 , 7.919% , -0.188% , 3.226%
1231 2021-02-07 Sun , 41725000.0 , 42630000.0 , 40501000.0 , 41921000.0 , 8432.55974197 , 2.169% , -2.933% , 0.470%
1232 2021-02-08 Mon , 41921000.0 , 49583000.0 , 41562000.0 , 49070000.0 , 25472.07405559 , 18.277% , -0.856% , 17.054%
1233 2021-02-09 Tue , 49070000.0 , 51200000.0 , 48350000.0 , 48779000.0 , 18283.67538104 , 4.341% , -1.467% , -0.593%
1234 2021-02-10 Wed , 48788000.0 , 49781000.0 , 47350000.0 , 48550000.0 , 11588.86499783 , 2.035% , -2.947% , -0.488%
1235 2021-02-11 Thu , 48550000.0 , 51800000.0 , 48074000.0 , 51370000.0 , 12305.59267737 , 6.694% , -0.980% , 5.808%
1236 2021-02-12 Fri , 51370000.0 , 52280000.0 , 50237000.0 , 50836000.0 , 8911.89830701 , 1.771% , -2.206% , -1.040%
1237 2021-02-13 Sat , 50836000.0 , 51757000.0 , 50258000.0 , 50626000.0 , 7055.12345471 , 1.812% , -1.137% , -0.413%
1238 2021-02-14 Sun , 50625000.0 , 53380000.0 , 50403000.0 , 52706000.0 , 11364.08401913 , 5.442% , -0.439% , 4.111%
1239 2021-02-15 Mon , 52711000.0 , 53086000.0 , 50313000.0 , 52532000.0 , 8789.30693061 , 0.711% , -4.549% , -0.340%
1240 2021-02-16 Tue , 52518000.0 , 55500000.0 , 51773000.0 , 54760000.0 , 11825.60488227 , 5.678% , -1.419% , 4.269%
1241 2021-02-17 Wed , 54760000.0 , 58120000.0 , 54431000.0 , 57484000.0 , 11559.3277709 , 6.136% , -0.601% , 4.974%
1242 2021-02-18 Thu , 57458000.0 , 58426000.0 , 56405000.0 , 57852000.0 , 9072.44556036 , 1.685% , -1.833% , 0.686%
1243 2021-02-19 Fri , 57852000.0 , 63680000.0 , 57038000.0 , 63649000.0 , 12496.05048257 , 10.074% , -1.407% , 10.020%
1244 2021-02-20 Sat , 63649000.0 , 65985000.0 , 62399000.0 , 64251000.0 , 16375.10552345 , 3.670% , -1.964% , 0.946%
1245 2021-02-21 Sun , 64260000.0 , 65846000.0 , 63381000.0 , 65417000.0 , 9000.18989441 , 2.468% , -1.368% , 1.800%
1246 2021-02-22 Mon , 65416000.0 , 65488000.0 , 56562000.0 , 61744000.0 , 28418.51482526 , 0.110% , -13.535% , -5.613%
1247 2021-02-23 Tue , 61688000.0 , 61760000.0 , 50900000.0 , 55105000.0 , 36042.688609 , 0.117% , -17.488% , -10.671%
1248 2021-02-24 Wed , 55106000.0 , 58150000.0 , 52875000.0 , 56500000.0 , 19006.41112523 , 5.524% , -4.049% , 2.530%
1249 2021-02-25 Thu , 56501000.0 , 58890000.0 , 53800000.0 , 54168000.0 , 15921.35058705 , 4.228% , -4.780% , -4.129%
1250 2021-02-26 Fri , 54128000.0 , 55226000.0 , 51809000.0 , 53804000.0 , 13302.34742969 , 2.029% , -4.284% , -0.599%
1251 2021-02-27 Sat , 53835000.0 , 55579000.0 , 52780000.0 , 53494000.0 , 7402.62844823 , 3.240% , -1.960% , -0.633%
1252 2021-02-28 Sun , 53494000.0 , 54098000.0 , 49755000.0 , 51798000.0 , 11516.37106968 , 1.129% , -6.990% , -3.170%
1253 2021-03-01 Mon , 51798000.0 , 56992000.0 , 51560000.0 , 56426000.0 , 11303.17672368 , 10.027% , -0.459% , 8.935%
1254 2021-03-02 Tue , 56438000.0 , 57405000.0 , 54657000.0 , 56000000.0 , 9266.67821695 , 1.713% , -3.156% , -0.776%
1255 2021-03-03 Wed , 56007000.0 , 59640000.0 , 55662000.0 , 57933000.0 , 10755.94573144 , 6.487% , -0.616% , 3.439%
1256 2021-03-04 Thu , 57933000.0 , 59159000.0 , 55600000.0 , 56426000.0 , 11821.02543883 , 2.116% , -4.027% , -2.601%
1257 2021-03-05 Fri , 56410000.0 , 57225000.0 , 54500000.0 , 56654000.0 , 8355.34731928 , 1.445% , -3.386% , 0.433%
1258 2021-03-06 Sat , 56636000.0 , 57000000.0 , 54754000.0 , 56225000.0 , 5608.84388997 , 0.643% , -3.323% , -0.726%
1259 2021-03-07 Sun , 56225000.0 , 58722000.0 , 56218000.0 , 58155000.0 , 7153.68431896 , 4.441% , -0.012% , 3.433%
1260 2021-03-08 Mon , 58155000.0 , 59837000.0 , 57187000.0 , 59821000.0 , 8033.07628692 , 2.892% , -1.665% , 2.865%
1261 2021-03-09 Tue , 59800000.0 , 62950000.0 , 59335000.0 , 62949000.0 , 9564.08801541 , 5.268% , -0.778% , 5.266%
1262 2021-03-10 Wed , 62950000.0 , 65500000.0 , 60870000.0 , 64350000.0 , 11752.57016641 , 4.051% , -3.304% , 2.224%
1263 2021-03-11 Thu , 64354000.0 , 66800000.0 , 62946000.0 , 66208000.0 , 10294.73535161 , 3.801% , -2.188% , 2.881%
1264 2021-03-12 Fri , 66208000.0 , 66999000.0 , 64700000.0 , 66607000.0 , 9023.99736202 , 1.195% , -2.278% , 0.603%
1265 2021-03-13 Sat , 66607000.0 , 71000000.0 , 65416000.0 , 70615000.0 , 11160.19223624 , 6.595% , -1.788% , 6.017%
1266 2021-03-14 Sun , 70615000.0 , 71450000.0 , 68570000.0 , 68587000.0 , 7208.31928034 , 1.182% , -2.896% , -2.872%
1267 2021-03-15 Mon , 68587000.0 , 70155000.0 , 63500000.0 , 64487000.0 , 18721.85915843 , 2.286% , -7.417% , -5.978%
1268 2021-03-16 Tue , 64490000.0 , 66020000.0 , 62000000.0 , 66020000.0 , 13522.70847173 , 2.372% , -3.861% , 2.372%
1269 2021-03-17 Wed , 66020000.0 , 68800000.0 , 62500000.0 , 68494000.0 , 14319.54868263 , 4.211% , -5.332% , 3.747%
1270 2021-03-18 Thu , 68494000.0 , 70204000.0 , 66846000.0 , 67139000.0 , 11432.45517689 , 2.497% , -2.406% , -1.978%
1271 2021-03-19 Fri , 67139000.0 , 69746000.0 , 65567000.0 , 67974000.0 , 8681.15691734 , 3.883% , -2.341% , 1.244%
1272 2021-03-20 Sat , 67911000.0 , 69980000.0 , 67700000.0 , 67849000.0 , 8023.60837109 , 3.047% , -0.311% , -0.091%
1273 2021-03-21 Sun , 67849000.0 , 68715000.0 , 65451000.0 , 67120000.0 , 8097.42887785 , 1.276% , -3.534% , -1.074%
1274 2021-03-22 Mon , 67064000.0 , 68380000.0 , 64345000.0 , 64725000.0 , 8366.41055146 , 1.962% , -4.054% , -3.488%
1275 2021-03-23 Tue , 64728000.0 , 66279000.0 , 63000000.0 , 65458000.0 , 9961.04059631 , 2.396% , -2.670% , 1.128%
1276 2021-03-24 Wed , 65458000.0 , 68370000.0 , 64500000.0 , 64777000.0 , 11366.40452396 , 4.449% , -1.464% , -1.040%
